英語,日本語,id
lieutenant,副官(名詞),1454
blunt,鈍い(形容詞),1455
weird,変な，気味の悪い(形容詞),1456
crude,原油の，天然の(形容詞),1457
halve,2等分する，半分に分ける(動詞),1458
diligence,勤勉(名詞),1459
concession,譲歩，容認(名詞),1460
subsidy,補助金(名詞),1461
subsidiary,子会社(名詞),1462
botanical,植物の(形容詞),1463
domain,領地(名詞),1464
confidential,機密の，内々の(形容詞),1465
blast off,発射される(熟語),1466
clutch,をしっかり握る(動詞),1467
thrive,繁栄する，隆盛する(動詞),1468
embark,積み込む，乗船する(動詞),1469
queer,風変わりな，変な(形容詞),1470
oppress,を抑圧する，虐げる(動詞),1471
aide,助力者(名詞),1472
conspiracy,陰謀(名詞),1473
disarmament,軍縮(名詞),1474
functional,機能的な，機能上の(形容詞),1475
civic,市民の(形容詞),1476
subtract,差し引く(動詞),1477
fall away,弱まる，落ちる(熟語),1478
harmonious,調和のとれた(形容詞),1479
displace,ずらす，にとって代わる(動詞),1480
vertical,垂直の，縦の(形容詞),1481
administer,を管理する，治める(動詞),1482
fury,激怒(名詞),1483
prestige,名声，評判(名詞),1484
at fault,落ち度がある，咎められるべき(熟語),1485
comprise,含む，構成する(動詞),1486
look into,を調べる/調査(熟語),1487
kin,親族，親類(名詞),1488
magnitude,大きさ，規模(名詞),1489
perpetual,永久の(形容詞),1490
limp,のろのろ進む(動詞),1491
exclamation,感嘆，叫び(名詞),1492
superstition,迷信(名詞),1493
eccentric,風変わりな，普通でない(形容詞),1494
twig,小枝(名詞),1495
concise,簡潔な(形容詞),1496
subscription,購読，定期購読(名詞),1497
abusive,虐待的な，乱用の(形容詞),1498
low frequency,低周波，低頻度(名詞),1499
flattery,お世辞，おべっか(名詞),1500
steadfast,固定した，確固とした(形容詞),1501
elastic,弾力のある，伸縮自在の(形容詞),1502
situate,を置く，位置させる(動詞),1503
drop off,落ちる，落とす(熟語),1504
tolerance,寛容さ，忍耐力(名詞),1505
transmit A to B,AをBに伝染させる，移す(熟語),1506
recite,を朗読する，を暗唱する(動詞),1507
freight,運賃，貨物運送(名詞),1508
out of the question,話にならない，不可能な(熟語),1509
slay,を殺害する，計画的に殺す(動詞),1510
look down on,を見下す，軽視する(熟語),1511
enrich,豊かにする(動詞),1512
snore,いびきをかく，睡眠中にうるさく呼吸する(動詞),1513
den,ねぐら，巣穴(名詞),1514
tram,市街電車，路面電車(名詞),1515
let up,やめる，弱まる，止む(熟語),1516
profess,を公言する，明言する(動詞),1517
thaw,雪が解ける，雪解けの陽気になる(動詞),1518
coastal,湾岸の，海岸の(形容詞),1519
grow into,に発展する，進展する(熟語),1520
notable,注目すべき，重要な(形容詞),1521
categorize A as B,AをBの範疇に分ける，AをBとして分類する(熟語),1522
seam,縫い目，継ぎ目(名詞),1523
come before,の前に現れる，先立って現れる(熟語),1524
implore,を懇願する(動詞),1525
pathetic,哀れな(形容詞),1526
contend,争う，戦う(動詞),1527
exile,亡命，国外追放(名詞),1528
density,密度，濃度(名詞),1529
inherent,本来の，固有の(形容詞),1530
drive off,を追い払う，排除する(熟語),1531
perplex,を困らせる，混乱させる(動詞),1532
sly,ずるい，陰険な(形容詞),1533
census,国勢調査，人口調査(名詞),1534
stapler,ホッチキス(名詞),1535
pave,を舗装する(動詞),1536
edible,食べられる，摂取可能な(形容詞),1537
shabby,みすぼらしい(形容詞),1538
revelation,啓示(名詞),1539
thereafter,その後は(副詞),1540
punctuality,時間厳守(名詞),1541
editorial,編集の/社説(名詞),1542
up for,に参加しようとしている，参画しようとしている(熟語),1543
merchandise,商品(名詞),1544
pharmacist,薬剤師(名詞),1545
yarn,編み糸(名詞),1546
elevate,上げる，昇進させる(動詞),1547
gargle,うがいする(動詞),1548
exquisite,絶妙な，見事な(形容詞),1549
experiment with,を試す，実験する(熟語),1550
rebellious,反抗的な，抵抗的な(形容詞),1551
detergent,洗剤(名詞),1552
dividend,配当，配当金(名詞),1553
preface,まえがき，序文(名詞),1554
reinforce,強化する(動詞),1555
conceptual,概念的な，概念の(形容詞),1556
tumble,転落する，倒れる(動詞),1557
no better than,と変わらない，同じぐらい悪い(熟語),1558
contemplate,を熟考する，よく考える(動詞),1559
devour,をむさぼり食う，がつがつ食う(動詞),1560
traitor,裏切り者，反逆者(名詞),1561
equator,赤道，赤道線，赤道面(名詞),1562
set in,始まる，起こる(熟語),1563
fiscal,財政上の，国庫の(形容詞),1564
tan,肌を焼く，日焼けする(動詞),1565
supervise,監督する，管理する(動詞),1566
statistical,統計的な(形容詞),1567
adore,崇拝する，敬愛する(動詞),1568
point out,を指摘する，指示する(熟語),1569
vein,静脈(名詞),1570
directive,指示的な(形容詞),1571
envelop,包む，包装する(動詞),1572
diameter,直径(名詞),1573
altar,祭壇(名詞),1574
flap,羽ばたく(動詞),1575
skim,すくい取る(動詞),1576
profound,深い，深遠な(形容詞),1577
altitude,高度(名詞),1578
cripple,身体障がい者(名詞),1579
vocation,天職，職業(名詞),1580
omission,省略(名詞),1581
sergeant,軍曹(名詞),1582
dose,服用量(名詞),1583
brochure,小冊子(名詞),1584
refrain,控える，慎む(動詞),1585
weigh on,の重荷になる，負担になる，の負荷となる(熟語),1586
bias,偏見，先入観(名詞),1587
satire,風刺，皮肉(名詞),1588
simultaneous,同時の，同時に起こる(形容詞),1589
conversion,転換，変換(名詞),1590
kick off,始める，追い払う(熟語),1591
steward,給仕，執事(名詞),1592
crumb,パンくず(名詞),1593
chip in,寄付する，金を出す(熟語),1594
expertise,専門知識(名詞),1595
allow for,を考慮に入れる，余裕を持つ(熟語),1596
glare,まぶしい光(名詞),1597
adoption,採用，受け入れ(名詞),1598
disposal,廃棄(名詞),1599
surpass,超える，勝る(動詞),1600
repent,を悔い改める，後悔する(動詞),1601
giggle,くすくす笑う(動詞),1602
confirmation,確証，確認(名詞),1603
humid,湿っぽい、湿度の高い(形容詞),1604
saloon,大広間(名詞),1605
dictate,を書きとらせる(動詞),1606
wrap up,纏める，結束する(熟語),1607
fright,恐怖，驚き(名詞),1608
execution,実行，遂行(名詞),1609
fall off,減少する(熟語),1610
textile,織物の(形容詞),1611
geographical,地理的な(形容詞),1612
furious,怒り狂った(形容詞),1613
dusk,夕暮れ，たそがれ(名詞),1614
monarchy,君主制(名詞),1615
greed,貪欲，強欲(名詞),1616
melancholy,憂うつ，哀愁(名詞),1617
tribute,貢ぎ物，感謝(名詞),1618
tidal,潮の，潮に乗った(形容詞),1619
shrub,低木，かん木(名詞),1620
file a suit,提訴する，訴訟を提出する(熟語),1621
texture,生地(名詞),1622
just around the corner,目前に来ている，間近である(熟語),1623
tedious,退屈な(形容詞),1624
drastic,抜本的な，思い切った(形容詞),1625
on standby,待機して，キャンセル待ちをして(熟語),1626
take pride in,を誇りにする，自慢する(熟語),1627
bureaucracy,官僚，官僚制度(名詞),1628
swarm,群れ(名詞),1629
feverish,熱っぽい(形容詞),1630
prophet,預言者(名詞),1631
spur,刺激(名詞),1632
petition,嘆願，請願(名詞),1633
contradict,を否定する，矛盾する(動詞),1634
stick to,にくっつく，接着する(熟語),1635
pottery,陶器(名詞),1636
pitiful,哀れな，かわいそうな(形容詞),1637
delegate,委任する(動詞),1638
thigh,ふともも(名詞),1639
make it,やり遂げる，たどり着く(熟語),1640
confide,を打ち明ける，信用する(動詞),1641
easygoing,楽観的な(形容詞),1642
walk off with,から歩いて出る，立ち去る(熟語),1643
differentiate,を区別する(動詞),1644
eyelid,まぶた(名詞),1645
furnace,かまど，暖炉(名詞),1646
get into,に入り込む，合格する(熟語),1647
disastrous,悲惨な，惨事の(形容詞),1648
unanimous,満場一致の，同意見の(形容詞),1649
deficiency,不足，欠乏(名詞),1650
distract,気を散らす，気をそらす(動詞),1651
discomfort,不快感，違和感(名詞),1652
zeal,熱心，熱意(名詞),1653
stab,刺す，突き刺す(動詞),1654
grant A to B,BにAを供与する，BにAを提供する(熟語),1655
arouse,を起こす，喚起する(動詞),1656
on the rise,上昇中で，増加中(熟語),1657
arrogant,傲慢な，横柄な(形容詞),1658
quaint,趣のある(形容詞),1659
pluck,を引き抜く，摘む(動詞),1660
sublime,高尚な，気品のある(形容詞),1661
adorn,を飾る(動詞),1662
trustee,受託者，保管人(名詞),1663
bring A in,Aを持ち込む，持参する(熟語),1664
in danger of,の危険にさらされている，危険に直面している(熟語),1665
indicator,指示者(名詞),1666
merciful,慈悲深い(形容詞),1667
outfit,衣装(名詞),1668
forum,公開討論会(名詞),1669
projection,投影(名詞),1670
desolate,荒れ果てた(形容詞),1671
bimonthly,隔月の(形容詞),1672
along with,に沿って(熟語),1673
wither,枯れる，しおれる(動詞),1674
enchant,心を奪う(動詞),1675
anonymous,匿名の，不明の(形容詞),1676
dismissal,解散，解任(名詞),1677
liability,責任，責務，義務(名詞),1678
eloquent,雄弁な，口達者な(形容詞),1679
meditate,瞑想する，熟考する(動詞),1680
vapor,蒸気，水蒸気(名詞),1681
fingerprint,指紋(名詞),1682
prove,を証明する(動詞),1683
reconcile,仲直りさせる(動詞),1684
submarine,潜水艦，水中艇(名詞),1685
crust,外皮(名詞),1686
dazzle,まぶしくする，目をくらませる(動詞),1687
regardless of,にも関わらず，それにも関わらず(熟語),1688
supernatural,超自然的な(形容詞),1689
expend,費やす，消費する(動詞),1690
pronoun,代名詞(名詞),1691
respectively,それぞれ，別々に(副詞),1692
presume,を推定する，仮定する(動詞),1693
lament,を嘆く，嘆き悲しむ(動詞),1694
bestow,を授ける，与える(動詞),1695
wreck,難破，衝突(名詞),1696
to the point,適切な，要領を得た(熟語),1697
disciple,弟子(名詞),1698
ballot,投票用紙，選挙票(名詞),1699
timber,木材(名詞),1700
haul,を運搬する，引っ張る(動詞),1701
frightful,恐ろしい(形容詞),1702
disgusted,むかついた(形容詞),1703
excel,勝る，優れる，上回る(動詞),1704
ranch,牧場(名詞),1705
appetizer,前菜(名詞),1706
back up,を後援する，後退させる(熟語),1707
eminent,著名な，身分の高い(形容詞),1708
compensate,補償する，償う(動詞),1709
exert,行使する(動詞),1710
mortality,死亡者数，死亡率(名詞),1711
discouragement,落胆，失意(名詞),1712
folklore,民話(名詞),1713
riot,暴動，騒動(名詞),1714
glacier,氷河，ゆっくりと動く氷塊(名詞),1715
bliss,至福，極楽(名詞),1716
concede,認める，譲歩する(動詞),1717
outgoing,社交的な，外交的な(形容詞),1718
wreath,花輪，花冠(名詞),1719
strand,行き詰らせる，座礁させる(動詞),1720
latitude,緯度，緯線(名詞),1721
role model,お手本，模範(熟語),1722
hold over,を持ち越す，延期する(熟語),1723
pile up,を積み上げる，積み重ねる，山積みにする，集積する(熟語),1724
insane,正気でない，狂気の(形容詞),1725
outrage,乱暴，暴行(名詞),1726
souvenir,お土産(名詞),1727
scratch out,線を引いて消す，を抹消する(熟語),1728
incentive,動機(名詞),1729
be aimed at,を狙っている，が意図されている(熟語),1730
imprisonment,投獄，監禁(名詞),1731
give in,降伏する，投降する(熟語),1732
predecessor,前任者，先任者(名詞),1733
oath,誓い，誓約(名詞),1734
in advance,前もって，事前に(熟語),1735
applicable,該当する(形容詞),1736
discard,を捨てる，廃棄する(動詞),1737
rustle,ざわめく(動詞),1738
pay off,全部払う，完済する(熟語),1739
stiffen,を堅くする，硬化する(動詞),1740
dictation,書き取り(名詞),1741
theoretical,理論上の，理論に基づいた(形容詞),1742
abbreviation,省略，略語(名詞),1743
menace,脅威(名詞),1744
bait,えさ(名詞),1745
complement,補足物(名詞),1746
with all,にも関わらず，全力でも(熟語),1747
constitutional,構成上の(形容詞),1748
algebra,代数(名詞),1749
citizenship,市民権，公民権(名詞),1750
confer,授与する(動詞),1751
splendor,輝き(名詞),1752
subsequent,その後の(形容詞),1753
temperate,控えめな，節度のある(形容詞),1754
slip by,そっと通り過ぎる，静かに通過する(熟語),1755
apprentice,見習い(名詞),1756
get away with,を持ち逃げする，盗み出す(熟語),1757
stay off,から離れる，距離を取る(熟語),1758
lapse,間違い(名詞),1759
formidable,恐ろしい，手ごわい(形容詞),1760
deem,考える(動詞),1761
roundabout,迂回の，遠回りの(形容詞),1762
partake,参加する(動詞),1763
all the time,いつも，いつでも(熟語),1764
avail,利用する(動詞),1765
slumber,まどろむ，心地よく眠る(動詞),1766
withstand,耐える(動詞),1767
legitimate,正当な(形容詞),1768
drop back,後退する，後ろに下がる(熟語),1769
toll,料金(名詞),1770
distort,歪める(動詞),1771
tyranny,専制政治，圧政(名詞),1772
marshal,元帥(名詞),1773
eyelash,まつげ(名詞),1774
messy,乱雑な(形容詞),1775
sip,一口飲む(動詞),1776
bosom,乳房，胸(名詞),1777
preside,主宰する，司会する(動詞),1778
eyesight,視界，視野，視力(名詞),1779
rug,じゅうたん，敷き物(名詞),1780
beware,用心する，気を付ける(動詞),1781
reckon,を数える，計算する(動詞),1782
suppression,抑制，鎮圧(名詞),1783
come to a head,山場を迎える，クライマックスを迎える(熟語),1784
pedestrian,歩行者(名詞),1785
stout,頑丈な，太った(形容詞),1786
down payment,頭金，手付金(名詞),1787
contractor,請負業者，契約者(名詞),1788
planetary,惑星の(形容詞),1789
approximate,およその(形容詞),1790
leftover,残り物，食べ残し(名詞),1791
formulate,策定する，計画する(動詞),1792
slant,傾斜/傾く(名詞),1793
play at,起用する，遊ぶ(熟語),1794
municipal,市政の，地方自治の(形容詞),1795
vulgar,下品な(形容詞),1796
precision,正確さ，精度(名詞),1797
thesis,論文，論題(名詞),1798
drowsy,眠い，うとうとしている(形容詞),1799
picturesque,絵のような，絵の様に美しい(形容詞),1800
dutiful,忠実な，従順な(形容詞),1801
cherish,大切にする，希望を抱く(動詞),1802
drop by,"ちょっと立ち寄る, 立ち寄る(熟語)",1803
supplier,供給者，供給元，仕入先(名詞),1804
precede,先行する(動詞),1805
subdue,鎮圧する，抑制する(動詞),1806
in excess,過度に，余分に(熟語),1807
decisive,決定的な，結論的な(形容詞),1808
barbarian,野蛮人，未開の人々(名詞),1809
superb,見事な，立派な(形容詞),1810
enforce,を実行する，実施する(動詞),1811
linguistic,言語学の，言語の(形容詞),1812
vacancy,空っぽ，空いた場所(名詞),1813
forceful,力強い，強い(形容詞),1814
dismal,陰気な，暗い(形容詞),1815
sullen,不機嫌な，不機嫌そうな(形容詞),1816
proverb,ことわざ，格言(名詞),1817
force down,を無理やり飲み込む，強いて飲み込む，無理に飲み込む(熟語),1818
prop,支柱，支え(名詞),1819
evenly,均等に，等しく(副詞),1820
forsake,を見捨てる，突き放す(動詞),1821
fraud,詐欺，ごまかし(名詞),1822
abandonment,放棄，遺棄(名詞),1823
itch,かゆみ，そう痒(名詞),1824
plaster,石膏，ギプス(名詞),1825
foresee,予見する，予測する(動詞),1826
handout,配布物(名詞),1827
doom,破滅，悪い運命(名詞),1828
dispatch,を送る，発送する(動詞),1829
mercury,水星，水星の(名詞),1830
eventual,最終的な，究極的な(形容詞),1831
paralyze,麻痺させる(動詞),1832
rot,腐敗する，腐る(動詞),1833
revoke,取り消す，無効にする(動詞),1834
toil,苦労して働く，懸命に働く(動詞),1835
allege,を申し立てる，主張する(動詞),1836
occurrence,発生(名詞),1837
landlord,家主(名詞),1838
lavatory,洗面所(名詞),1839
rein,手綱，馬具(名詞),1840
scornful,さげずんだ，軽蔑する(形容詞),1841
tranquil,静かな，平穏な(形容詞),1842
rotten,腐った，腐敗した(形容詞),1843
flush,流す(動詞),1844
take on,を雇う，引き受ける，採用する(熟語),1845
polar,極地の(形容詞),1846
raid,襲撃(名詞),1847
fiery,燃え立つような(形容詞),1848
gracious,優雅な(形容詞),1849
surplus,余剰，余り(名詞),1850
sort out,分類する，改善する(熟語),1851
foggy,霧のかかった(形容詞),1852
prospective,予測される，期待される(形容詞),1853
legislative,立法上の(形容詞),1854
duration,持続時間，持続期間(名詞),1855
admiral,提督，司令官(名詞),1856
plumber,配管工(名詞),1857
shriek,悲鳴を上げる/悲鳴(動詞),1858
carry through,やり通す，達成する(熟語),1859
sell out,売りつくす，売却する(熟語),1860
snare,わな(名詞),1861
rhetoric,美辞麗句(名詞),1862
optimism,楽観主義(名詞),1863
scheme,計画，案(名詞),1864
stagnant,停滞している(形容詞),1865
abolition,廃止，撤廃(名詞),1866
forthcoming,今後の(形容詞),1867
sane,正気の，気の確かな(形容詞),1868
clumsy,不器用な，ぎこちない(形容詞),1869
hydrogen,水素(名詞),1870
friction,摩擦，不和(名詞),1871
pouch,小袋(名詞),1872
epoch,時代，歴史の節目(名詞),1873
supreme,最高の，至高の(形容詞),1874
tariff,関税(名詞),1875
growl,うなり声(動詞),1876
collision,衝突，対立(名詞),1877
despite,にも関わらず，けれども(接続詞),1878
reptile,爬虫類(名詞),1879
refinement,精製，精錬(名詞),1880
in person,直接に，対面で(熟語),1881
conform,従う(動詞),1882
stick up for,を支持する，を弁護する，を擁護する(熟語),1883
amend,を修正する，改良する(動詞),1884
gratify,を満足させる(動詞),1885
utensil,用具，器具(名詞),1886
colonel,大佐(名詞),1887
marsh,沼地，湿地(名詞),1888
furnished,家具付きの(形容詞),1889
malice,悪意，敵意(名詞),1890
hatch,ふ化する(動詞),1891
peninsula,半島(名詞),1892
hypothesis,仮説，推論(名詞),1893
scanty,乏しい，不十分な(形容詞),1894
donate,を寄付する，を寄贈する(動詞),1895
coffin,棺桶(名詞),1896
let out,外に出す，解放する(熟語),1897
get in on,加わる，乗り込む(熟語),1898
geology,地質学(名詞),1899
boastful,自慢の，高慢な(形容詞),1900
in order,順序通りに，整った(熟語),1901
believe in,を信じる，を信用する(熟語),1902
ridicule,あざ笑う，嘲笑する(動詞),1903
forefather,先祖，祖先(名詞),1904
stand up to,に抵抗する，耐える，反抗する(熟語),1905
submission,提出，降伏(名詞),1906
sermon,説教，説法(名詞),1907
beverage,飲料(名詞),1908
pebble,小石，石ころ(名詞),1909
prescribe,処方する，指示する(動詞),1910
disappearance,失踪，消滅(名詞),1911
kernel,核心(名詞),1912
reproach,叱責/をしかる(名詞),1913
give over,を任せる，委ねる(熟語),1914
brisk,活発な，元気の良い(形容詞),1915
tell on,言いつける，密告する(熟語),1916
heed,注意する，気を付ける(動詞),1917
emission,排出，放射(名詞),1918
skinny,やせこけた(形容詞),1919
mediator,調停者，仲裁者(名詞),1920
presumably,たぶん，おそらく(副詞),1921
be laid up,寝込む，寝たきりになる，病床にある(熟語),1922
specimen,検体，見本(名詞),1923
suspension,停止(名詞),1924
diagnosis,診断，判断(名詞),1925
catch on,流行する，受け入れられる(熟語),1926
hazard,危険(名詞),1927
rake,くま手(名詞),1928
bough,大きな枝(名詞),1929
buckle down,精を出す，全力を尽くす(熟語),1930
exclusion,除外(名詞),1931
keep A away from B,AをBから遠ざける(熟語),1932
not surprisingly,当たり前の事だが，もちろんのことだが，当然のことながら(副詞),1933
lessen,減らす(動詞),1934
pious,信心深い(形容詞),1935
lengthen,を長くする(動詞),1936
play down,を軽く扱う，手軽に扱う，を見くびる(熟語),1937
affirm,を断言する，明言する(動詞),1938
feminine,女性らしい(形容詞),1939
hearth,囲炉裏(名詞),1940
expenditure,消費，経費(名詞),1941
fascination,魅惑(名詞),1942
allied,同盟を結んでいる，連携している(形容詞),1943
bachelor,独身男性，未婚男性(名詞),1944
shawl,肩掛け(名詞),1945
spoil,台無しにする，損なう(動詞),1946
confrontation,対決，対戦(名詞),1947
grumble,不平，不満(名詞),1948
interaction,相互作用(名詞),1949
affectionate,愛情深い，優しい(形容詞),1950
temperament,気質(名詞),1951
pollute,汚染する(動詞),1952
bulky,かさばった，嵩高な(形容詞),1953
novelty,斬新さ，珍しさ(名詞),1954
litter,ごみ(名詞),1955
across from,の向かいに，対面に，の向かい側(熟語),1956
brew,醸造する(動詞),1957
brace,支える(動詞),1958
velocity,速度(名詞),1959
tow,をけん引する，引く(動詞),1960
aerospace,航空宇宙(名詞),1961
anguish,苦悩，苦悶(名詞),1962
philosophical,哲学的な，思索的な(形容詞),1963
leave off,脱いだままでいる，着ずにいる(熟語),1964
repel,追い払う(動詞),1965
comply,準拠する(動詞),1966
habitat,生息地(名詞),1967
lock up,刑務所，留置所(名詞),1968
bribery,賄賂の授受，贈収賄(名詞),1969
set off,を引き起こす(熟語),1970
eruption,噴火，爆発(名詞),1971
emigration,移住(名詞),1972
embroider,刺繍する(動詞),1973
bewilder,当惑させる(動詞),1974
spine,脊椎，背骨(名詞),1975
lawsuit,訴訟(名詞),1976
missionary,宣教師，使節(名詞),1977
critique,批評，評論(名詞),1978
subordinate,下位の(形容詞),1979
proportional,均整の取れた，比例の(形容詞),1980
fragile,もろい(形容詞),1981
sanity,正気(名詞),1982
nationwide,全国の(形容詞),1983
legacy,遺産(名詞),1984
shove,を突き出す，押す(動詞),1985
adjustable,調整可能な，順応できる(形容詞),1986
disabled,障害のある(形容詞),1987
lure,疑似餌(名詞),1988
expanse,広がり(名詞),1989
smuggle,を密輸する(動詞),1990
endorse,を支持する，裏書きする(動詞),1991
fill out,書き込む，記入する(熟語),1992
novice,初心者，新米(名詞),1993
deprivation,剥奪，取り上げ(名詞),1994
at random,無作為に，手あたり次第に(熟語),1995
breach,違反(名詞),1996
compelling,説得力のある，有力な(形容詞),1997
conspicuous,目立った，顕著な(形容詞),1998
baron,男爵(名詞),1999
trot,急ぎ足，駆け足(名詞),2000
supposedly,たぶん，おそらく(副詞),2001
mother-in-law,義理の母，義母(名詞),2002
frail,もろい，か弱い(形容詞),2003
withhold,差し控える(動詞),2004
hang on to,にしがみつく，執着する(熟語),2005
affirmative,断定的な，肯定的な(形容詞),2006
spouse,配偶者(名詞),2007
push through,押し通す，芽が出る(熟語),2008
consolidate,を固める，統合する(動詞),2009
attic,屋根裏(名詞),2010
hinge,要点，蝶番(名詞),2011
quota,割り当て，分け前(名詞),2012
fall under,支配下に入る，分類される(熟語),2013
creed,信条(名詞),2014
endow,寄付する(動詞),2015
stammer,どもる，口ごもる(動詞),2016
irrelevant,無関係な(形容詞),2017
send out for,お使いに出す，出前を頼む(熟語),2018
radiation,放射線，放射(名詞),2019
questionnaire,質問表(名詞),2020
realism,現実主義(名詞),2021
bleak,吹きさらしの，荒涼とした(形容詞),2022
adverse,反対の，逆の(形容詞),2023
theft,盗み，窃盗(名詞),2024
lunar,月の(形容詞),2025
coalition,連立，連合(名詞),2026
barren,実を結ばない，結果を出さない(形容詞),2027
transparency,透明性(名詞),2028
count for,の価値がある，価値が認められる(熟語),2029
afflict,を苦しめる，悩ます(動詞),2030
bishop,司教，教会の指導者(名詞),2031
clarity,明快さ，明瞭(名詞),2032
disability,障害，無力(名詞),2033
plea,嘆願，懇願(名詞),2034
brink,瀬戸際，切羽詰まった状態(名詞),2035
compile,編集する(動詞),2036
confinement,制限，監禁(名詞),2037
clasp,留め金(名詞),2038
under warranty,保証内，保険の有効な(熟語),2039
to be honest,正直に言うと，実を言うと(熟語),2040
entrepreneur,起業家(名詞),2041
sales quota,売上ノルマ，販売割当(名詞),2042
encyclopedia,百科事典(名詞),2043
pick through,を探る，選りすぐる(熟語),2044
compassion,思いやり(名詞),2045
recipient,受取人(名詞),2046
aspire,熱望する，憧れる(動詞),2047
split up,を分ける，分割する，区別する(熟語),2048
galaxy,銀河(名詞),2049
snort,鼻を鳴らす(動詞),2050
call on,を訪問する，要求する(熟語),2051
amid,真ん中に，の中に(前置詞),2052
humidity,湿度，湿気(名詞),2053
relevance,関連性(名詞),2054
judicial,司法の，裁判の(形容詞),2055
extinct,絶滅した(形容詞),2056
clench,食いしばる，固く握る(動詞),2057
integrate,統合する(動詞),2058
coincidence,同時発生(名詞),2059
crash down,崩れる，台無しになる(熟語),2060
wag,を振る，揺り動かす(動詞),2061
conspire,陰謀を企てる(動詞),2062
finish off,を完成させる，完遂させる(熟語),2063
dough,パン生地(名詞),2064
congregation,会合(名詞),2065
accumulation,蓄積(名詞),2066
relish,風味(名詞),2067
bully,いじめっ子(名詞),2068
migration,移住(名詞),2069
sprawl,寝そべる(動詞),2070
compress,圧縮する(動詞),2071
grow out of,から生じる，脱皮する(熟語),2072
superstitious,迷信的な(形容詞),2073
aging,老化(名詞),2074
irrational,理性のない(形容詞),2075
stroll,散歩する(動詞),2076
sculptor,彫刻家(名詞),2077
congressional,会議の(形容詞),2078
to date,これまで，現在まで(熟語),2079
prickly,とげのある(形容詞),2080
degradation,降格，格下げ(名詞),2081
authentic,本物の，信頼できる(形容詞),2082
enroll,入学する(動詞),2083
transplant,を移植する(動詞),2084
pickpocket,すり(名詞),2085
contributor,貢献者，寄付者(名詞),2086
deathbed,臨終(名詞),2087
botany,植物学(名詞),2088
scrub,をこすり洗う(動詞),2089
in the first place,最初に，元々(熟語),2090
epidemic,流行性の，伝染性の(形容詞),2091
audit,監査，会計検査(名詞),2092
equilibrium,均衡，つり合い(名詞),2093
endanger,危険にさらす(動詞),2094
rite,儀式(名詞),2095
buddy,相棒，仲間(名詞),2096
blood vessel,血管，血の管(名詞),2097
yearn,憧れる，慕う(動詞),2098
subside,低下する，沈む(動詞),2099
sneak,こっそり動く(動詞),2100
custody,親権，管理(名詞),2101
retailer,小売業者(名詞),2102
pilgrim,巡礼者(名詞),2103
volcanic,火山の(形容詞),2104
notify,知らせる，通報する(動詞),2105
mow,を刈る(動詞),2106
turmoil,騒動，混乱，騒ぎ(名詞),2107
come off,から取れる，外れる(熟語),2108
extravagant,贅沢な，無駄遣いの(形容詞),2109
anatomy,解剖学(名詞),2110
array,整列させる，並べる(動詞),2111
gale,疾風，強風(名詞),2112
sniff,を嗅ぐ，におう(動詞),2113
likelihood,可能性，見込み(名詞),2114
voucher,引換券(名詞),2115
dynamics,原動力(名詞),2116
portfolio,人物像(名詞),2117
gulp,急いで飲み込む(動詞),2118
redundant,冗長な，豊富な，余計な(形容詞),2119
reinforcement,強化，増強(名詞),2120
eloquence,雄弁(名詞),2121
consistency,一貫性，一致(名詞),2122
adolescent,思春期の(名詞),2123
exotic,異国情緒の，外国の(形容詞),2124
vent,排出口，通風孔(名詞),2125
casualty,犠牲者，被害者(名詞),2126
plaintiff,原告(名詞),2127
shareholder,株主(名詞),2128
oppressive,抑圧的な，横暴な(形容詞),2129
vulnerable,傷つきやすい，繊細(形容詞),2130
query,疑問，質問(名詞),2131
triumphant,成功した，勝利した(形容詞),2132
worship,礼拝，崇拝(名詞),2133
hold up,持ちこたえる，耐える(熟語),2134
autonomy,自治，自主性(名詞),2135
integrated,統合された(形容詞),2136
composite,混成の，合成の(形容詞),2137
dweller,住人，住民(名詞),2138
die out,廃れる，消滅していく(熟語),2139
expire,期限切れの(動詞),2140
explicit,明らかな，はっきりとした(形容詞),2141
out of nowhere,いきなり，突然(熟語),2142
coherent,首尾一貫した(形容詞),2143
alleged,容疑のある(形容詞),2144
aristocratic,貴族の(形容詞),2145
thrift,倹約，節約(名詞),2146
collide,衝突する，ぶつかる(動詞),2147
show up,現れる，出現する(熟語),2148
toxic,有毒な(形容詞),2149
designate,選定する(動詞),2150
pull in,到着する，片側に寄る(熟語),2151
hitch,引っかける(動詞),2152
run against,にぶつかる，偶然出会う(熟語),2153
strategic,戦略的な(形容詞),2154
sneer,冷笑する，あざ笑う(動詞),2155
prosecute,を起訴する，告訴する(動詞),2156
assault,暴行，攻撃(名詞),2157
dilemma,板挟み，窮地(名詞),2158
subconscious,潜在意識の(名詞),2159
equity,公平，公正(名詞),2160
parable,比喩，たとえ話(名詞),2161
statute,法令(名詞),2162
entity,実在，実体(名詞),2163
accelerate,加速する(動詞),2164
devastate,荒廃させる(動詞),2165
stay in touch with,と連絡を取り続ける，絶えず連絡する(熟語),2166
speculate,推測する(動詞),2167
agitation,動揺(名詞),2168
jurisdiction,司法権，裁判権(名詞),2169
allegedly,申し立てによると，主張によると(副詞),2170
real estate,不動産，物件(名詞),2171
submerge,を水中に入れる，浸す(動詞),2172
make over,を作り替える，を改装する(熟語),2173
divinity,神格(名詞),2174
