英語,日本語,id
barrage,弾幕，多数の弾丸や意見,1623
defection,離反，背いた,1624
spate,多数，大部分，大勢,1625
brethren,義兄弟，誓いで結ばれた兄弟,1626
clutter,乱雑，無秩序，混乱,1627
thump,ゴツンと叩く，強く打つ,1628
civility,礼儀正しさ，マナーの良さ,1629
moss,苔，藻類，苔の塊,1630
ordinance,条例，地方自治体が制定する法律，法令,1631
buyout,買占め，大量に買い占める行為，買い集め,1632
leukemia,白血病，血液のがん，白血球症,1633
oxide,酸化物，酸と反応した物質，酸化化合物,1634
up front,前もって，率直に,1635
pore,細孔，小さい穴,1636
negligence,怠慢，怠ける，やる気がない,1637
loophole,抜け穴，例外や逃げ道,1638
braille,点字，視覚障害者用の読み書きシステム,1639
proliferate,増殖する，数を増やす,1640
tamper,改ざんする，偽装する,1641
lexicon,語彙，言葉の集まり，単語群,1642
perjury,偽証，虚偽の証言，偽り,1643
diarrhea,下痢，便が液状になる状態,1644
frankly speaking,率直に言うと，はっきりと言って，正直に言って，素直に言えば,1645
berth,寝台，寝る場所,1646
perpetrate,犯す，違反する，犯罪を犯す,1647
kick off,始める，追い払う，開始する,1648
purport,趣旨，目的，意図,1649
waver,揺らぐ，安定していない，ぐらつく,1650
luncheon,昼食，正午頃に食べる食事,1651
espionage,スパイ活動，情報を秘密裏に収集する活動，陰謀活動,1652
genesis,起源，始まり，出発点,1653
janitor,用務員，建物のメンテナンス等を担当する人,1654
alumnus,卒業生，卒業した人,1655
antidote,解毒剤，毒を中和する物質，解毒薬,1656
commandment,命令，指示，指令,1657
wane,欠ける，不足している，欠損している,1658
booty,戦利品，略奪物，盗品,1659
abyss,深淵，非常に深いところ，底なし,1660
subvert,覆す，覆い隠す，逆転させる,1661
cynic,皮肉屋，皮肉を言う人，ひねくれた人,1662
electrode,電極，電流を通す部品，電流を通す部品,1663
drop by,に立ち寄る，短時間訪れる，少し顔を出す,1664
sexist,男女差別主義者，男女間で不平等を支持する人，性差別主義者,1665
choreographer,振付師，ダンスや動きを設計する人，振付家,1666
collusion,共謀，共同で犯罪を行う行為，陰謀,1667
gradient,勾配，斜面，傾斜,1668
proffer,差し出す，提供する，出す,1669
stutter,口ごもる，話すのをためらう，言葉に詰まる,1670
lore,伝承，口頭や文書で伝えられる習慣や話，口承,1671
as a whole,全体の，すべてを含む，全般的,1672
culmination,絶頂，最高点，頂点,1673
attrition,消耗，使い果たす，減少,1674
cross over,越えて渡る，超えていく，通り過ぎる,1675
disparity,相違，違い，不一致,1676
combustion,燃焼，火を燃やす，酸化反応,1677
permeate,浸透する，染み込む，広がる,1678
sob,すすり泣く，涙声で泣く，泣く音,1679
glitch,小さな欠陥，小さい不備，微小な欠点,1680
levee,堤防，水害防止のための壁，防波堤,1681
sanctity,尊厳，威厳，尊重される資質,1682
wreak,浴びせる，たくさんかける，振りかける,1683
wilt,しおれる，萎む，元気をなくす,1684
paralysis,麻痺，感覚，動きの喪失,1685
pass up,逃す，失う，逸する,1686
reprimand,懲戒，罰すること，訓練,1687
die out,廃れる，流行が過ぎる，死に絶える,1688
rapport,信頼関係，信用と信頼に基づく関係,1689
plywood,合板，数枚の板を貼り合わせた材料，積層板,1690
apprehension,気遣い，不安，配慮や心配,1691
raider,急襲者，突然攻撃を仕掛ける人,1692
nook,隅，角や端,1693
genus,属，分類や所属,1694
secession,離脱，退出すること,1695
peter,細くなる，狭くなる,1696
relive,追体験する，再び体験する,1697
stand out,目立つ，注目を集める，注目を浴びる,1698
help out,手伝う，助ける，協力する,1699
scurry,せかせか動く，忙しなく動く,1700
reverence,敬意，尊敬，尊重,1701
shortfall,不足，足りないこと,1702
ex-husband,元夫，以前の配偶者,1703
pull down,取り壊す，解体する，破壊する,1704
preoccupation,没頭，集中すること，夢中,1705
luster,光沢，艶，輝き,1706
notation,表記，書き表示すこと,1707
patronage,後援，支援，援助,1708
mess up,台無しにする，台無しにして価値や効果を無くす，損なう,1709
penetration,貫通，一方から他方まで通過する,1710
proprietor,所有者，何らかの物や権利を持っている人,1711
come through,を通り抜ける，障害などを通過する，やり通す,1712
sinus,湾曲，曲がっていること,1713
clamor,喧噪，うるさい雑踏や騒音,1714
acronym,頭字語，初めの文字で作られる単語,1715
resonant,共鳴する，感じ合う，同調する,1716
bandit,盗賊，盗みを働く人,1717
at the moment,今のところ，現状，現在点,1718
discontent,不満，満足していない状態,1719
unearth,発掘する，掘り出す，新たに見つけ出す,1720
replenish,補充する，足りないものを追加する,1721
skirmish,小競り合い，小さな争いや戦い,1722
gust,突風，突然の風,1723
wisdom tooth,親知らず，知歯,1724
as yet,今のところ，現状，現在点,1725
primate,霊長類，霊長動物,1726
handcuff,手錠，人を拘束する装置,1727
hoof,蹄，馬や牛などの足の一部,1728
revel,楽しむ，何かを心から喜ぶ,1729
out of nowhere,いきなり，突然に，予告なく,1730
citation,引用，他人の言葉や文章を取り上げる,1731
complexion,顔色，肌の色調,1732
tout,うるさく勧誘する，しつこく誘う,1733
fiat,命令，指令や要求,1734
quell,鎮める，落ち着かせる,1735
envoy,使者，代理人や遣使,1736
fodder,飼料，動物のエサ,1737
comptroller,会計監査官，会計をチェックする専門家，財務諸表を確認する専門家,1738
speaking of which,と言えば，それについて,1739
excise,物品税，商品にかかる税金,1740
bank account,銀行口座，銀行での預金や取引のアカウント，銀行預金口座，口座,1741
punctuate,句読点をつける，文章に区切りを入れる,1742
continuum,連続体，途切れることなく続くもの,1743
hand out,配布する，分け与える,1744
diaper,おむつ，おしめ,1745
wear off,擦り切れる，摩耗する，徐々に減る，少なくなる,1746
ferment,発酵体，発酵を引き起こす物質,1747
pleading,嘆願，懇願，請願,1748
scum,薄皮，上皮,1749
puncture,穴を空ける，穴を開ける,1750
fledgling,駆け出し，初心者,1751
patriarch,家長，家族の主,1752
public official,公務員，官僚,1753
mower,芝刈り機，草刈り機,1754
compare A to B,AをBと比べる，AをBと対比する,1755
iteration,反復，繰り返し,1756
paraphrase,言い換え，再表現,1757
revulsion,嫌悪，反感,1758
beacon,のろし，目印，合図,1759
rectangle,長方形，四角形,1760
tarnish,曇らせる，濁らせる,1761
defiance,反抗，反発,1762
blister,水膨れ，水疱,1763
chuckle,含み笑い，ほくそ笑い,1764
conflagration,大火災，大規模な火事,1765
sham,見せかけ，仮装,1766
glimmer,かすかな光，微かな光,1767
onslaught,猛攻撃，激しい攻撃,1768
back up,を後援する，後退させる,1769
arson,放火，火をつける,1770
euphemism,婉曲表現，遠回しの表現,1771
overdose,過剰摂取，過食,1772
yawn,欠伸をする，あくびをする,1773
altruism,利他主義，無私無欲,1774
enclave,飛び地，飛地,1775
buckle down,精を出す，全力を尽くす，尽力する,1776
endemic,風土病，地域病，特定の地域で多く見られる病気,1777
sit by,傍観する，見物する，見守る,1778
integrate A into B,AをBに統合する，AをBに併合する，AをBに結合する,1779
splice,組み継ぎする，繋ぐ，接合する,1780
emblem,象徴，何かを代表するものや事象，権化,1781
farce,茶番，喜劇，茶番劇,1782
foray,不意打ち，突撃，急襲,1783
bundle,束，一揃い，一組,1784
compliment,褒め言葉，賞賛，称賛,1785
finesse,巧妙な処理，うまい対処，手腕,1786
fume,臭い煙，臭気，悪臭,1787
squander,浪費する，無駄遣いする，散財する,1788
tame,飼い慣らされた，家畜化された，馴染む,1789
absurdity,不条理，不合理，矛盾,1790
break through,突破する，切り抜ける，乗り越える,1791
smite,強打する，激打する，ぶん殴る,1792
lobe,耳たぶ，耳垂，耳たぼ,1793
scribble,落書きする，書き散らす，いたずら書きをする,1794
banter,冗談，笑い話，おどけ,1795
tangle,もつれさせる，絡ませる，混乱させる,1796
asylum,亡命，亡命者，亡命生活,1797
transmit A to B,AをBに伝染させる，感染させる,1798
grudge,恨み，悪意，憎しみ,1799
slick,滑らかな，艶やかな，平滑な,1800
herald,使者，使い，代表者,1801
revile,悪口を言う，中傷する，非難する,1802
ambush,待ち伏せ，待ち構え，伏兵,1803
parity,同等，等価，相当,1804
strew,ばらまく，散布する，拡散する,1805
replace A with B,AをBに置き換える，AをBと交換する，AをBで代用する,1806
bastion,要塞，城塞，砦,1807
deal in,取り扱う，携わる，処理する,1808
complicity,共犯，共謀者，仲間,1809
renounce,放棄する，断念する，諦める,1810
extradition,引き渡し，渡す，提供する,1811
brawl,乱闘，乱打，暴行,1812
clientele,依頼人，依頼者,1813
reinstate,復帰させる，復元する,1814
grant A to B,BにAを供与する，BにAを提供する,1815
live up to,に従って動く，期待に応える,1816
ascent,上昇，昇格,1817
gorge,峡谷，渓谷,1818
solace,慰め，安堵,1819
stop by,立ち寄る，寄る,1820
knack,こつ，要領,1821
retribution,報復，復讐,1822
sludge,汚泥，泥沼,1823
contingency,不測の事態，突発的な事態,1824
registry,登記，記載,1825
acumen,洞察力，識見,1826
wrangle,口論する，議論する,1827
associate A with B,AとBを関係づける，AとBを連携させる,1828
anarchy,無秩序，混沌,1829
labyrinth,迷宮，迷路,1830
let A go,Aを解雇する，自由にする,1831
smother,窒息させる，息を止める,1832
diffusion,拡散，広がり,1833
blight,疫病，感染症,1834
foyer,休憩室，待合室,1835
subversive,破壊する，壊す,1836
impediment,障害，障害物,1837
pawn,抵当，抵抗,1838
payroll,給与，給料,1839
quirk,変な癖，特異な癖,1840
curfew,門限，帰宅制限,1841
pamper,甘やかす，ひねくれる,1842
stoke,燃料をくべる，火力を増す,1843
at hand,手元に，近い将来,1844
disintegration,崩壊，崩壊状態,1845
impasse,行き詰まり，進行不能,1846
rendition,演出，舞台監督,1847
persecute,迫害する，圧迫する,1848
bounty,寛大，寛容,1849
hindsight,後知恵，振り返り,1850
avatar,権化，象徴,1851
brat,小僧，若者,1852
jettison,放棄，断念,1853
taunt,罵倒する，侮辱する,1854
wiggle,ぴくぴく動かす，ひくつかせる,1855
allusion,暗示，示唆,1856
procurement,調達，供給,1857
aberration,脱線行為，妨害行為,1858
backlash,激しい反発，強い反響,1859
euphoria,陶酔，夢中,1860
end up,最終的に，することになる,1861
eligibility,適格性，妥当性,1862
sewage,下水，排水,1863
dictum,意見，格言,1864
manure,肥料，施肥物,1865
populace,民衆，大衆,1866
bedrock,岩盤，硬層,1867
distance A from B,AをBから遠ざける，AをBから隔てる,1868
centennial,100年祭，百年祭,1869
stint,切り詰める，節約する,1870
omen,前兆，予兆,1871
teem,群がる，集まる,1872
picket,くい，柵,1873
acknowledgement,承認，認可,1874
straddle,またがる，乗り越える,1875
chasm,裂け目，割れ目,1876
complacency,自己満足，自己陶酔,1877
pedigree,血統，家系,1878
adversity,逆境，困難，窮地,1879
believe it or not,信じられるか，そうでないか，信頼できるか,1880
heap,塊，山盛り,1881
rationality,合理性，合理主義,1882
at random,無作為に，手あたり次第に,1883
blood vessel,血管，動脈,1884
philanthropy,博愛，普遍愛,1885
look into,を研究する，を調査する,1886
cynicism,皮肉，冷嘲,1887
mitigation,緩和，和らげる,1888
morgue,遺体安置所，遺体保管所,1889
pod,さや，刃物の保管用ケース，植物の部分,1890
leave off,脱いだままでいる，着ずにいる，脱衣したまま，着るのをやめる,1891
alienation,疎外，遠ざける，孤立させる,1892
corporal,伍長，軍曹，下士官,1893
up for,に参加しようとしている，参画しようとしている，加わろうとしている，に向けて意気込んでいる,1894
funk,臆病，怯える，気が小さい,1895
deluge,大洪水，大水害，氾濫,1896
intestine,腸，腸管，はらわた,1897
match A with B,AをBと適合させる，AをBに合わせる,1898
liturgy,典礼，儀式，式典,1899
sarcasm,皮肉，嘲笑，冷笑,1900
anthem,賛歌，賛美歌,1901
demolition,解体，崩壊，解散,1902
propagate,広める，拡大する,1903
romp,ふざけ回る，遊び回る，馬鹿騒ぎする,1904
obituary,死亡記事，訃報，死亡通知,1905
adjunct,付属物，付加物,1906
crusader,十字軍，聖戦，聖戦運動,1907
seminary,神学校，神学院,1908
exaggeration,誇張，過大評価，過大視,1909
back out,取り消す，約束を破る，撤回する,1910
impetus,運動力，活力，動力,1911
compilation,編集，修正，校正,1912
semiconductor,半導体，電子部品，半導体素子,1913
gut,腸，大腸，小腸,1914
measles,麻疹，発疹，斑疹,1915
smuggler,密輸業者，密輸人，運び屋,1916
miscarriage,失敗，流産,1917
bystander,傍観者,1918
epicenter,震源地,1919
improvisation,即興，アドリブ，即席にやること,1920
lineage,系統，体系，系列,1921
recourse,依頼,1922
replace A by B,AをBで置き換える，AをBで代用する，AをBに変える,1923
foreman,親方,1924
rupture,破裂，割れる，爆破,1925
spurn,追い払う，排除する，締め出す,1926
hepatitis,肝炎,1927
classify A as B,AをBに分類する，AをBで仕分けする,1928
pun,駄じゃれ,1929
as it turns out,結局のところ，最終的に，ついに,1930
hallucination,幻覚,1931
arithmetic,算数，算術，計算,1932
pitfall,落とし穴，罠，隠れた危険,1933
stunt,発育を妨げる，成長を阻害する,1934
menopause,閉経，更年期，停止,1935
inhibition,禁止,1936
to be honest,正直に言うと，実を言うと,1937
litigation,訴訟,1938
hull,外皮，船体,1939
exposition,展示会,1940
euthanasia,安楽死,1941
lunatic,精神異常者,1942
obscenity,わいせつ,1943
manifesto,宣言書，声明書,1944
absentee,欠席者，不参加者,1945
locale,現場,1946
manslaughter,過失致死,1947
insurrection,暴動,1948
enclosure,包囲，囲い,1949
allow for,を考慮に入れる，余裕を持つ,1950
placate,なだめる,1951
funnel,漏斗,1952
kettle,やかん,1953
pertain,関係する,1954
malpractice,不正行為,1955
dual citizenship,二重国籍，二重国籍者,1956
outpatient,外来患者,1957
secede,離脱する,1958
whack,打つ,1959
calculus,結石，微分，積分,1960
inoculation,予防接種,1961
chip in,寄付する，金を出す,1962
piracy,海賊行為，著作権侵害,1963
truce,休戦,1964
ruckus,大騒ぎ，騒乱,1965
cardiovascular,心血管の,1966
surrogate,代理人,1967
vial,ガラス瓶,1968
conglomerate,密集した,1969
palatable,美味しい,1970
get in on,加わる，乗り込む,1971
tepid,生ぬるい,1972
annihilate,全滅させる,1973
gruesome,ぞっとする,1974
precarious,不安定な,1975
cervical,頸部の,1976
symmetry,対称,1977
treasurer,会計係,1978
mural,壁の,1979
in fact,実際，実際には,1980
consecrate,奉献する,1981
bloated,むくんだ,1982
extradite,引き渡す,1983
complimentary,無料の，賞賛の，敬意を表する,1984
corrosive,腐食性の,1985
defiant,反抗的な,1986
palpable,さわれる,1987
muffle,包む,1988
generalized,一般化された,1989
tinge,色合い,1990
glisten,輝く，きらめく,1991
exacting,厳しい,1992
hang on,しがみつく，頑張る,1993
flagrant,極悪非道の,1994
nuptial,婚礼の,1995
best for,～にとって最良の，～に最適である,1996
predatory,肉食の,1997
impaired,障害のある，障害がある,1998
obnoxious,不愉快な,1999
stalwart,堅固な,2000
lock up,刑務所，留置所,2001
stately,風格のある,2002
shoddy,見掛け倒しの,2003
radiant,輝く，ぎらぎら輝く,2004
glint,きらめく,2005
infrared,赤外線の,2006
requisite,必要な,2007
toxic to,に有毒な，～に対して毒性を持つ,2008
autistic,自閉症の,2009
flit,すいすい飛ぶ,2010
gregarious,群生した,2011
in advance,前もって，あらかじめ,2012
majestic,雄大な,2013
exuberant,あふれんばかりの,2014
elucidate,解明する,2015
waiver,免除，除外,2016
ailing,病んでいる,2017
perverse,ひねくれた,2018
vogue,流行,2019
venom,毒,2020
ethereal,空気の様に軽やかな,2021
interpretive,解釈の,2022
let out,外に出す，解放する,2023
ultimatum,最終通告,2024
cardiac,心臓の,2025
zest,熱意,2026
posh,豪華な,2027
appellate,上訴の,2028
conflict with,と相容れない，合わない,2029
boldly,大胆に,2030
for once,今回だけ，この一回限り,2031
atone,償う,2032
obese,肥満体の,2033
fluctuate,変動する,2034
defunct,消滅した,2035
incarcerate,投獄する,2036
lax,手ぬるい,2037
grueling,厳しい,2038
supple,柔軟な,2039
fall out of favor with,に嫌われる，のお気に入りでなくなる,2040
idiosyncratic,特異な,2041
perceptual,知覚の,2042
sparse,希薄な,2043
sectarian,宗派の,2044
categorize A as B,AをBの範疇に分ける，AをBとして分類する,2045
tenuous,薄い,2046
stalemate,行き詰まり,2047
whereabouts,どの辺りに,2048
antagonize,敵に回す,2049
gobble,がつがつ食べる,2050
belligerent,好戦的な,2051
lubricate,潤滑させる,2052
vigilant,警戒した,2053
distraught,取り乱した,2054
exorcise,厄払いする,2055
synonymous,同義の,2056
sporadic,散発的な,2057
bode,予言する,2058
zinc,亜鉛,2059
dogged,頑固な,2060
inept,不適当な,2061
ventilation,換気,2062
on balance,考慮すると，結局,2063
taut,ぴんと張ってある,2064
jostle,押し合う,2065
stellar,星の,2066
exude,滲み出させる,2067
thorn,とげ,2068
stick to,にくっつく，接着する,2069
attentive,注意深い,2070
outwit,出し抜く,2071
blurt,うっかり話す,2072
encroach,侵入する,2073
as before,以前の様に，以前と同等に,2074
engender,醸し出す,2075
condescend,謙遜する,2076
on standby,待機して，キャンセル待ちをして,2077
distract A from B,Aの気をBからそらす,2078
pulmonary,肺の,2079
notoriously,悪名高く,2080
detract,損なう,2081
remedial,治療する，療養する,2082
trivia,些細な事,2083
discretionary,任意の,2084
pessimistic,悲観的な,2085
inside out,裏返しに，ひっくり返して,2086
pseudo,偽りの,2087
antecedent,先行する,2088
fleeting,つかの間の,2089
harrowing,悲惨な,2090
tantalizing,じれったい，もどかしい,2091
walk off with,から歩いて出る，立ち去る,2092
culinary,料理の,2093
natural disaster,自然災害，天災,2094
accentuate,強調する,2095
sordid,むさ苦しい,2096
pilfer,くすねる,2097
assail,暴行する,2098
airborne,空輸の,2099
keep A away from B,AをBから遠ざける,2100
fragrant,香ばしい,2101
innocuous,無害の,2102
eclectic,折衷の,2103
trajectory,軌道,2104
jut,突き出す，突出する,2105
converse,話す,2106
relentlessly,容赦なく,2107
a range of,様々な，色々な,2108
distorted,歪んだ,2109
tumultuous,騒然とした,2110
kick around,粗末に扱う，酷使する,2111
accede,同意する,2112
annual fee,年会費，年会料,2113
markedly,著しく,2114
hilarious,滑稽な,2115
veritable,真実の，本当の,2116
jeer,冷やかす,2117
comatose,昏睡状態の,2118
lewd,淫らな,2119
gloomy,暗い,2120
spontaneously,自発的に,2121
vigil,寝ずの番,2122
contravene,違反する,2123
soaring,舞い上がる,2124
impeccable,申し分のない,2125
laudable,称賛に値する,2126
patriarchal,家長の,2127
dour,陰気な,2128
slip up,やり損なう，うっかり誤る,2129
tangled,もつれた,2130
headlong,真っ逆さまに,2131
corrode,腐食する,2132
speck,斑点,2133
transmitter,送信機,2134
spree,酒宴,2135
outspoken,率直な,2136
hark,聞く,2137
tarp,防水シート,2138
germinate,発芽する,2139
get down to,に下りる，取り組む,2140
quadruple,4倍の,2141
scant,乏しい，不足している,2142
instigate,扇動する,2143
burst into,乱入する，急にし始める,2144
affable,親しみの持てる,2145
in detail,詳細に，詳しく,2146
cumbersome,面倒な，扱いづらい,2147
be located in,に位置している，に立っている,2148
strident,かん高い,2149
uproar,大騒ぎ,2150
flawless,完璧な,2151
adept,熟達した,2152
bulky,かさばった，嵩高な,2153
glitter,きらきら輝く,2154
intrepid,勇敢な,2155
impersonate,役を演じる,2156
lisp,舌足らずに発音する,2157
taint,腐敗，汚点,2158
deceptive,だまそうとする，当てにならない,2159
contextual,文脈上の,2160
grandiose,壮大な,2161
meager,貧弱な,2162
anew,新たに,2163
conceivable,考えられる,2164
verbally,口頭で,2165
pacify,なだめる,2166
turbulent,荒れ狂った,2167
peruse,熟読する,2168
erratic,不安定な,2169
smug,独り善がり,2170
congregate,集まる,2171
cower,縮み上がる,2172
torrent,急流,2173
uncanny,不気味な,2174
manifest,明白な,2175
abhor,嫌悪する,2176
call on,を訪問する，要求する,2177
moot,議論する,2178
have access to,を利用できる，を利用可能,2179
tremor,震動,2180
squabble,つまらない口論,2181
wand,杖,2182
hydraulic,油圧の,2183
buoyant,浮力のある,2184
sales quota,売上ノルマ，販売割当,2185
dissect,解剖する,2186
seductive,魅惑的な,2187
stringent,厳格な,2188
overdue,延滞した,2189
ablaze,燃え立っている,2190
aggrieved,感情を害した,2191
jagged,角立った,2192
rustic,田舎の,2193
gritty,砂の入った,2194
flimsy,薄っぺらな,2195
heartfelt,心からの，本心からの,2196
at fault,落ち度がある，咎められるべき,2197
boisterous,騒々しい,2198
play at,起用する，遊ぶ,2199
whore,売春婦，娼婦,2200
enunciate,明瞭に発音する,2201
conciliate,調停する,2202
sulfur,硫黄,2203
mashed,つぶした,2204
sink in,浸透する，理解される,2205
prolific,多産の,2206
ashore,岸へ,2207
insulate,絶縁する,2208
concerted,申し合わせた,2209
dilate,膨張する,2210
munch,むしゃむしゃ食べる,2211
to date,これまで，現在まで,2212
terse,簡潔な,2213
wayward,わがままな,2214
come to a head,山場を迎える，クライマックスを迎える,2215
eclipse,日食，月食,2216
transient,一時的な,2217
come into,に入る，受け継ぐ,2218
nonpartisan,無所属の,2219
inexorable,容赦ない,2220
intently,熱心に,2221
zealot,熱狂者,2222
preposterous,途方もない,2223
rectangular,長方形の,2224
unanimously,全会一致で,2225
tenet,主義,2226
tier,段，階層,2227
moribund,瀕死の,2228
ludicrous,ばかげた,2229
squint,斜視,2230
intravenous,静脈内の，静脈の範囲内で,2231
sedative,鎮静効果のある,2232
divergent,分岐した,2233
prenatal,出生前の,2234
recalcitrant,反抗的な,2235
avid,熱心な,2236
glum,ふさぎ込んだ,2237
daunt,脅す,2238
beget,子供を授かる,2239
acclaim,称賛する,2240
evocative,呼び起こした,2241
hapless,不運な,2242
stigma,汚名,2243
suspense,不確かな状態,2244
exploratory,探検の,2245
delusional,妄想的な,2246
bequeath,遺言で譲る,2247
genital,生殖の,2248
drab,単調な,2249
all the time,いつも，いつでも,2250
confederate,連合した,2251
apiece,一つに付き,2252
gush,湧き出る,2253
temper,気性,2254
dislodge,無理に押しのける,2255
split off A from B,AをBから切り離す,2256
oscillate,振動する,2257
douse,ずぶぬれにする,2258
put A to sleep,Aを眠らせる，安楽死させる,2259
unilateral,片側の,2260
extricate,救い出す,2261
idiotic,ばかげた,2262
dissident,反体制派の,2263
in the first place,最初に，元々,2264
call it a day,終わる，終了する,2265
expound,解説する,2266
alluring,魅惑的な,2267
manageable,扱いやすい,2268
rowdy,乱暴な,2269
fight back,応戦する，やり返す,2270
cede,譲る,2271
impinge,衝突する,2272
varsity,代表，大学,2273
stained,汚れた,2274
horrendous,恐ろしい,2275
combine A with B,AとBを組み合わせる，AとBを組み混ぜる,2276
improbable,ありそうもない,2277
pernicious,有害な,2278
constrict,狭める，締め付ける,2279
circumscribe,取り巻く,2280
swollen,腫れた,2281
blare,鳴り響かせる,2282
abiding,永続的な，永久の,2283
back-to-back,背中合わせに,2284
regal,王者らしい，堂々とした,2285
thirst,渇き，のどの渇き,2286
tally,集計,2287
vigor,活力,2288
flamboyant,色鮮やかな,2289
point out,を指摘する，指示する,2290
nostalgic,懐かしい,2291
tenacious,粘り強い,2292
lurid,赤く輝いた，毒々しい,2293
sluggish,鈍い,2294
donate A to B,AをBに寄付する，AをBに寄贈する,2295
profane,不敬の,2296
intertwine,絡み合わせる,2297
devout,信心深い,2298
supernova,超新星,2299
null,無効の,2300
rueful,悔んでいる,2301
insolvent,支払い不能の,2302
whine,鼻を鳴らす声，すすり泣く声,2303
forthright,単刀直入の,2304
gleam,きらめく,2305
wellness,健康,2306
disproportionate,不均衡な,2307
edify,啓発する,2308
efface,拭い去る,2309
plump,ふっくらした,2310
hemorrhage,出血,2311
incinerator,焼却炉,2312
javelin,投げやり,2313
outlay,支出,2314
deterrence,抑止,2315
prowess,武勇,2316
conduit,導管,2317
forte,十八番,2318
pomp,華やかさ,2319
mane,たてがみ,2320
approximation,近似,2321
kudos,称賛,2322
pull together,力を結集する，協力する,2323
swindle,騙す,2324
rostrum,演壇,2325
ruffle,波立たせる,2326
exasperation,憤慨,2327
gusto,大きな喜び,2328
abstinence,禁欲,2329
place a ban on,を禁止する，禁じる,2330
fiasco,大失態,2331
merriment,陽気な騒ぎ,2332
cadence,韻律,2333
drudgery,骨折り仕事,2334
eddy,渦,2335
totter,よろめく,2336
sell out,売りつくす，売却する,2337
atheist,無神論者,2338
cordon,非常線,2339
superimpose,重ね合わせる,2340
rejuvenate,若返らせる,2341
sequester,隔離する,2342
tune up,を調整する，整備する,2343
carousel,メリーゴーランド,2344
mortuary,遺体,2345
armpit,脇の下,2346
pillage,略奪,2347
rudder,舵,2348
obstacle to,への障壁，の妨害,2349
parchment,羊皮紙,2350
pedagogy,教育学,2351
brevity,簡潔さ，時間の短さ,2352
saliva,唾液,2353
fit in,うまく馴染む，溶け込む,2354
secrete,分泌する,2355
brunt,矛先,2356
dame,貴婦人,2357
ruminate,反芻する,2358
muck,肥やし,2359
convalescence,回復期,2360
restitution,返却,2361
longitude,経度,2362
insecticide,殺虫剤,2363
drop off,外れる，降りる,2364
physiology,生理学,2365
cubicle,小部屋,2366
make out,理解する，うまくやる,2367
acne,にきび,2368
froth,あぶく,2369
roost,ねぐら,2370
anteroom,控え室,2371
antic,ふざけた,2372
offshoot,支流,2373
trample,踏み付ける,2374
ovary,卵巣,2375
lie on,責任がある，のしかかる，横になる,2376
snip,はさみで切る,2377
ploy,策略,2378
a touch of,ほんの少しの，一抹の,2379
destitution,貧困,2380
before long,まもなく，遠からず,2381
pang,激痛,2382
pendulum,振り子,2383
in prospect,予期されて，見込みがあって,2384
for the rest,残りについては，後は,2385
waft,漂わせる，ふわりと運ぶ,2386
condolence,お悔み,2387
ointment,軟膏,2388
torment,苦しめる,2389
without so much as doing,さえしないで，すらしない,2390
infringe on,侵害する，侵犯する,2391
cant,うわべの言葉,2392
bran,ふすま，ぬか,2393
assailant,加害者,2394
frugality,倹約,2395
congratulate on,祝う，祝いの言葉を述べる,2396
convince A of B,BについてAを納得させる,2397
repellent,虫よけ,2398
thrash,打ち据える,2399
vouch,保証する,2400
be badly off,貧乏している，お金のない,2401
carnage,虐殺,2402
flare up,急に燃え上がる，勃発する,2403
naught,無価値,2404
quay,ふ頭,2405
haphazard,偶然,2406
calamity,災害,2407
buttocks,臀部,2408
learn by heart,暗記する，体で覚える,2409
reiterate,繰り返し言う,2410
angst,不安,2411
pay regard to,を尊重する，尊敬する,2412
cadre,幹部集団,2413
at the sacrifice of,の犠牲によって，を犠牲にして,2414
reimburse,弁償する,2415
expand on,について詳しく話す，詳述する,2416
just as well,差支えない，ちょうど良い,2417
twirl,くるくる回る,2418
in the midst of,の真っただ中，する中で,2419
insomnia,不眠症,2420
consider A as B,AをBと見なす，AをBと考える,2421
tell off,小言を言う，叱りつける,2422
decadence,退廃,2423
as it happens,それが起こるとき，その際に,2424
incongruity,違和感,2425
bring down,降ろす，仕留める,2426
colitis,大腸炎,2427
and yet,それなのに，尚且つ,2428
protrude,突き出る,2429
bet on,に賭ける，賭けをする,2430
right off,すぐに，直ちに,2431
squirt,噴出する,2432
interlude,間奏,2433
worlds apart,別世界の，非常に異なって,2434
pounce,飛び掛かる,2435
premonition,予感,2436
bruise,あざ,2437
carve up,切り分ける，分割する,2438
doldrums,無風地帯,2439
illustrate A with B,BでAを描く，BでAを表現する,2440
ostracism,排斥,2441
domicile,住居,2442
consignment,委託,2443
hemp,麻，大麻,2444
bromide,臭化物,2445
beef up,強化する，増強する,2446
reproach A for B,BのことでAを非難する，咎める,2447
bronchitis,気管支炎,2448
osteoporosis,骨粗鬆症,2449
take a beating,負ける，敗北する,2450
boon,恩恵,2451
in one's absence,不在中に，留守中に,2452
confetti,紙吹雪,2453
articulation,調音,2454
stow,詰め込む,2455
debit,借り方,2456
split the bill,割り勘をする/割り勘,2457
slip A's mind,Aから忘れられる，～をAがうっかり忘れる,2458
recompense,報いる,2459
altercation,口論,2460
chaff,もみ殻,2461
compare A with B,AとBを比較する,2462
profusion,豊富,2463
decorum,礼儀正しさ,2464
fiddle,バイオリン,2465
in haste,急いで，慌てて,2466
gaunt,やせこけた，荒涼とした,2467
periscope,潜望鏡,2468
